Customer_ID,product_name,price,rating,reviews,availability,purchase_date,quantity
C036,"Gaming Headset for PC, Ps4, Ps5, Xbox Headset with 7.1 Surround Sound, Gaming Headphones with Noise Cancelling Mic RGB Light Over Ear Headphones for Xbox Series X/S, Switch",$25.68,4.4 out of 5 stars,"4,033 ratings",Only 3 left in stock - order soon.,"Reviewed in the United States on October 25, 2024",10K+ boughtin past month
C037,"Logitech G733 Lightspeed Wireless Gaming Headset with Suspension Headband, Lightsync RGB, Blue VO!CE mic technology and PRO-G audio drivers - Black",$88.98,4.4 out of 5 stars,"16,834 ratings",In Stock,"Reviewed in the United States on February 17, 2023",10K+ bought in past month
C038,"Exquisite Gaming: Call of Duty: Monkeybomb - Original Mobile Phone & Gaming Controller Holder, Device Stand, Cable Guys, Licensed Figure",$22.49,4.8 out of 5 stars,"1,575 ratings",,"Reviewed in the United States on November 21, 2024",10K+ boughtin past month
C039,"HP Victus 15.6"" 144Hz FHD Gaming Laptop,AMD Ryzen 5 7535HS,16GB DDR5 RAM,512GB SSD,AMD Radeon RX 6550M,Beats RTX 2050,Backlit Keyboard,Windows11 Pro, Mica Silver",$550.00,4.3 out of 5 stars,74 ratings,Only 5 left in stock - order soon.,"Reviewed in the United States on October 21, 2024",400+ bought in past month
C040,"KDD Gaming Headphones Stand, Rotatable Headset Stand with Light Modes - Controller Holder with 2 USB Charging Ports and 3.5mm - Earphone Hanger Accessories for Desktop Gamer(Black)",$29.95,4.6 out of 5 stars,"2,113 ratings",In Stock,"Reviewed in the United States on October 7, 2023",6K+ bought in past month
C041,"Sceptre 30-inch Curved Gaming Monitor 21:9 2560x1080 Ultra Wide/ Slim HDMI DisplayPort up to 200Hz Build-in Speakers, Metal Black (C305B-200UN1)",$169.97,4.5 out of 5 stars,"12,036 ratings",In Stock,"Reviewed in the United States on November 4, 2024",10K+ boughtin past month
C042,"Razer BlackShark V2 X Gaming Headset: 7.1 Surround Sound - 50mm Drivers - Memory Foam Cushion - For PC, PS4, PS5, Switch - 3.5mm Audio Jack - Black",$39.99,4.4 out of 5 stars,"19,773 ratings",Only 19 left in stock (more on the way).,"Reviewed in the United States on December 5, 2024",10K+ bought in past month
C043,"MAONO Gaming USB Microphone, Noise Cancellation Condenser mic with Mute, Gain, Monitoring, Boom Arm for Streaming, Podcast, Twitch, YouTube, Discord, PC, Computer, PS4, PS5, Mac, GamerWave DGM20S",$48.99,4.5 out of 5 stars,"2,286 ratings",In Stock,"Reviewed in the United States on August 31, 2024",10K+ boughtin past month
C044,"3-in-1 PC Gaming Headset&Controller Holder - EURPMASK Headphone Stand w/Adjustable Clamp&2 Controller Holder&Rotating Arm&Cable Organizer, Universal PC Gaming Accessory Controller Headset Stand-Black",$21.99,4.5 out of 5 stars,607 ratings,In Stock,"Reviewed in the United States on June 27, 2024",1K+ boughtin past month
C045,"Acer Nitro V Gaming Laptop | Intel Core i5-13420H Processor | NVIDIA GeForce RTX 4050 Laptop GPU | 15.6"" FHD IPS 144Hz Display | 8GB DDR5 | 512GB Gen 4 SSD | WiFi 6 | Backlit KB | ANV15-51-51H9",$649.99,4.4 out of 5 stars,"1,215 ratings",In Stock,"Reviewed in the United States on November 3, 2024",4K+ boughtin past month
C046,"Rotating Headphone Stand - EURPMASK PC Gaming Headset Stand, Adjustable Clamp-on Headphone Holder, Headphone Hanger Hook Under Desk with 360 Degree Swivel&Cable Clip Organizer - Black",$13.99,4.7 out of 5 stars,"27,256 ratings",In Stock,"Reviewed in the United States on October 27, 2024",10K+ boughtin past month
C047,"Gaming Microphone, USB PC Mic for Podcasts Videos, Streaming, Condenser Mic with Quick Mute, Tripod Stand, Pop Filter, RGB Indicator, Shock Mount, Rotate gain button, Compatible with PS4/5/PC",$29.99,4.3 out of 5 stars,"2,184 ratings",In Stock,"Reviewed in the United States on November 4, 2024",7K+ bought in past month
C048,Meta Quest 3S 128GB — Get Batman: Arkham Shadow and a 3-Month Trial of Meta Quest+ Included — All-in-One Headset,Page 1 of 1,4.4 out of 5 stars,700 ratings,Not Available,"Reviewed in the United States on November 12, 2024",
C049,"Gaming Sock, Do Not Disturb I'm Gaming,Gaming Socks for Teen Boys Gamer with Glowing, Novelty Socks for Men Dad Father Women",,4.5 out of 5 stars,405 ratings,In Stock,"Reviewed in the United States on October 20, 2024",700+ bought in past month
C050,"Xbox Core Wireless Gaming Controller – Deep Pink – Xbox Series X|S, Xbox One, Windows PC, Android, and iOS",$45.00,4.6 out of 5 stars,"78,917 ratings",,"Reviewed in the United States on December 6, 2024",20K+ boughtin past month
C051,"LG UltraGear QHD 27-Inch Gaming Monitor 27GL83A-B - IPS 1ms (GtG), with HDR 10 Compatibility, NVIDIA G-SYNC, and AMD FreeSync, 144Hz, Black",$299.99,4.6 out of 5 stars,"12,115 ratings",In Stock,"Reviewed in the United States on October 18, 2024",6K+ bought in past month
C052,"Hcman Headphone Stand Gaming Headset Holder RGB PC Gaming Accessories for Desk, Cool LED Headset Stand with 2 USB Charger for Gamer, Black",$25.99,4.3 out of 5 stars,641 ratings,In Stock,"Reviewed in Germany on November 29, 2024",800+ boughtin past month
C053,"Corsair VOID RGB ELITE Wireless Gaming Headset - 7.1 Surround Sound - Discord Certified - iCUE Compatible - PC, Mac, PS5, PS4 - White",$105.10,4.3 out of 5 stars,"23,029 ratings",In Stock,"Reviewed in the United States on August 4, 2024",3K+ boughtin past month
C054,"Redragon K585 DITI Wired One-Handed RGB Mechanical Gaming Keyboard, 42 Keys Type-C Professional Gaming Keypad w/Upgraded Hot-Swappable Socket, 7 Onboard Macro Keys & Detachable Wrist Rest",$36.99,4.3 out of 5 stars,"8,958 ratings",In Stock,"Reviewed in the United States on December 12, 2022",2K+ bought in past month
C055,"Xbox Elite Series 2 Core Wireless Gaming Controller – White – Xbox Series X|S, Xbox One, Windows PC, Android, and iOS",$98.00,4.3 out of 5 stars,"42,728 ratings",Usually ships within 2 to 4 weeks,"Reviewed in the United States on October 21, 2022",10K+ bought in past month
C056,"Casaottima L Shaped Gaming Desk, Corner Desk Gaming Table for Home Office, Computer Desk Sturdy Writing Workstation for Small Space, Easy to Assemble, 51 inch, Carbon Fiber Surface, Black",$66.66,4.5 out of 5 stars,950 ratings,In Stock,"Reviewed in the United States on October 18, 2024",4K+ bought in past month
C057,"Acer Nitro 27"" WQHD 2560 x 1440 PC Gaming IPS Monitor | AMD FreeSync Premium Up to 180Hz Refresh 0.5ms DCI-P3 95% 1 Display Port 1.2 & 2 HDMI 2.0 XV271U M3bmiiprx,Black",$178.94,4.4 out of 5 stars,"1,360 ratings",In Stock,"Reviewed in the United States on August 18, 2024",8K+ boughtin past month
C058,"Logitech G PRO X SUPERLIGHT 2 LIGHTSPEED Wireless Gaming Mouse, 8K Polling, Lightweight, LIGHTFORCE Hybrid Switches, HERO 2 Sensor, 888 IPS, 44,000 DPI, 5 Programmable Buttons,USB-C Charging, PC & Mac",Page 1 of 1,4.5 out of 5 stars,"1,092 ratings",Not Available,"Reviewed in the United States on December 1, 2024",
C059,"Logitech G502 HERO High Performance Wired Gaming Mouse, HERO 25K Sensor, 25,600 DPI, RGB, Adjustable Weights, 11 Programmable Buttons, On-Board Memory, PC / Mac",$39.49,4.6 out of 5 stars,"53,389 ratings",,"Reviewed in the United States on March 14, 2021",10K+ bought in past month
C060,"Sceptre Curved 24.5-inch Gaming Monitor up to 240Hz 1080p R1500 1ms DisplayPort x2 HDMI x2 Blue Light Shift Build-in Speakers, Machine Black 2023 (C255B-FWT240)",$127.97,4.4 out of 5 stars,"6,937 ratings",Temporarily out of stock.,"Reviewed in the United States on November 3, 2024",10K+ boughtin past month
C061,"SAMSUNG 25"" Odyssey G4 Series FHD Gaming Monitor, IPS, 240Hz, 1ms, G-Sync Compatible, AMD FreeSync Premium, HDR10, Ultrawide Game View, DisplayPort, HDMI, Fully Adjustable Stand, LS25BG402ENXGO",$338.95,4.6 out of 5 stars,504 ratings,Only 8 left in stock - order soon.,"Reviewed in the United States on July 8, 2024",3K+ bought in past month
C062,"LG 27"" UltraGear QHD (2560x1440) Gaming Monitor, 240Hz, 1ms, VESA DisplayHDR 400, G-SYNC and AMD FreeSync Premium, HDMI 2.1, DisplayPort, 4-Pole HP Out DTS HP:X, Tilt/Height/Pivot Stand, Black",$349.99,4.4 out of 5 stars,276 ratings,In Stock,"Reviewed in the United States on November 7, 2024",3K+ bought in past month
C063,"KontrolFreek Precision Rings | Aim Assist Motion Control for PlayStation 4 (PS4), PS5, Xbox One, XBX, Switch Pro & Scuf Controller (Black/Purple/Green)",$10.99,4.0 out of 5 stars,"9,616 ratings",In Stock,"Reviewed in the United States on September 26, 2024",6K+ bought in past month
C064,"Turtle Beach Recon 50 Wired Gaming Headset - Xbox Series X|S, Xbox One, PS5, PS4, PlayStation, Nintendo Switch, Mobile & PC with 3.5mm - Removable Mic, 40mm Speakers, In-line Controls – Black",$24.99,4.3 out of 5 stars,"101,913 ratings",In Stock,"Reviewed in the United States on December 3, 2024",10K+ boughtin past month
C065,"Logitech G305 LIGHTSPEED Wireless Gaming Mouse, Hero 12K Sensor, 12,000 DPI, Lightweight, 6 Programmable Buttons, 250h Battery Life, On-Board Memory, PC/Mac - White",Page 1 of 1,4.6 out of 5 stars,"31,602 ratings",Not Available,"Reviewed in the United States on October 30, 2024",
C066,"ASUS ROG Swift 32” 4K OLED Gaming Monitor (PG32UCDM) - UHD (3840 x 2160), QD-OLED, 240Hz, 0.03ms, G-SYNC Compatible, Custom Heatsink, Graphene Film, 99% DCI-P3, True 10-bit, 90W USB-C",$999.00,4.5 out of 5 stars,79 ratings,,"Reviewed in the United States on December 6, 2024",2K+ boughtin past month
C067,"Amazon Basics 24 Inch Gaming Monitor, FHD 1080P, 165Hz, VESA Compatible, Adaptive sync, 1ms Response, Black",$129.99,4.3 out of 5 stars,51 ratings,In Stock,"Reviewed in the United States on October 12, 2024",400+ bought in past month
C068,"KTC 27 Inch 4K Gaming Monitor, UHD 160Hz/144Hz 1ms Fast IPS Monitor, Freesync/G-Sync, HDR400, 132% sRGB, HDMI DisplayPort, VESA, Tilt/Height/Pivot Adjustable, H27P22S",$399.99,4.5 out of 5 stars,848 ratings,In Stock,"Reviewed in the United States on November 27, 2024",300+ boughtin past month
C069,"Logitech G920 Driving Force Racing Wheel and Floor Pedals, Real Force Feedback, Stainless Steel Paddle Shifters, Leather Steering Wheel Cover for Xbox Series X|S, Xbox One, PC, Mac - Black",$239,4.6 out of 5 stars,"20,912 ratings",Not Available,"Reviewed in the United States on July 3, 2022",
C070,SteelSeries Apex 3 RGB Gaming Keyboard – 10-Zone RGB Illumination – IP32 Water Resistant – Premium Magnetic Wrist Rest (Whisper Quiet Gaming Switch),$48.99,4.6 out of 5 stars,"6,939 ratings",In Stock,"Reviewed in the United States on October 8, 2024",5K+ boughtin past month
C071,"Gaming Headphone Stand PC Accessories - RGB Headset Stand with 2 USB Charger, Cool LED Headphone Holder PC Gaming Accessories Gift for Boys Men Gamers, Computer Game Hardware for Desk",$26.99,4.3 out of 5 stars,200 ratings,In Stock,"Reviewed in the United States on December 2, 2024",1K+ bought in past month
C072,"Acer Nitro KG241Y Sbiip 23.8” Full HD (1920 x 1080) VA Gaming Monitor | AMD FreeSync Premium Technology | 165Hz Refresh Rate | 1ms (VRB) | ZeroFrame Design | 1 x Display Port 1.2 & 2 x HDMI 2.0,Black",$94.99,4.5 out of 5 stars,"2,545 ratings",In Stock,"Reviewed in the United States on October 23, 2024",8K+ boughtin past month
C073,"Acer Predator Helios Neo 16 Gaming Laptop | Intel Core i7-13650HX | NVIDIA GeForce RTX 4060 | 16"" WUXGA 1920 x 1200 165Hz G-SYNC Display | 16GB DDR5 | 512GB Gen 4 SSD | Killer Wi-Fi 6E | PHN16-71-76H5",$999.99,4.5 out of 5 stars,"1,957 ratings",In Stock,"Reviewed in the United States on December 1, 2024",500+ bought in past month
C074,"GIGABYTE GeForce RTX 4060 Gaming OC 8G Graphics Card, 3X WINDFORCE Fans, 8GB 128-bit GDDR6, GV-N4060GAMING OC-8GD Video Card",$304.97,4.7 out of 5 stars,379 ratings,,"Reviewed in the United States on September 24, 2024",2K+ bought in past month
C075,"Razer Barracuda X Wireless Gaming & Mobile Headset (PC, PlayStation, Switch, Android, iOS): 2.4GHz Wireless + Bluetooth - Lightweight - 40mm Drivers - Detachable Mic - 50 Hr Battery - Mercury White",$79.99,4.1 out of 5 stars,"3,182 ratings",In Stock,"Reviewed in the United States on June 27, 2024",1K+ bought in past month
C076,"Sceptre Curved 27-inch Gaming Monitor 1500R 100Hz HDMI X2 DisplayPort 1ms 100% sRGB, Build-in Speakers Machine Black 2024 (C275W-FW100T)",$99.97,4.6 out of 5 stars,"23,272 ratings",,"Reviewed in the United States on December 5, 2024",8K+ bought in past month
C077,"Womier S-K80 75% Keyboard with Color Multimedia Display Mechanical Gaming Keyboard, Wired Hot Swappable Keyboard, Gasket Mount RGB Custom Keyboard, Pre-lubed Stabilizer for Mac/Win, Black Kanagawa",$55.98,4.6 out of 5 stars,585 ratings,In Stock,"Reviewed in the United States on November 4, 2024",4K+ boughtin past month
C078,150W Laptop Charger for HP Zbook G3 G4 G5 G6 G7 G8 ADP150 xb 917677003 775626003 TPN CA11 TPN DA03 Pavilion Gaming 15 17 Laptop Power Supply Adapter Cord,$29.99,4.4 out of 5 stars,15 ratings,In Stock,"Reviewed in the United States on October 10, 2024",
C079,180W Zephyrus ADP-180TB H Charger for ASUS ROG Zephyrus G14 G15 Gaming Laptop,$35.99,4.2 out of 5 stars,43 ratings,In Stock,"Reviewed in the United States on January 16, 2020",
C080,180W Laptop Charger for MSI WF76 GE62VR GS63 GS73VR GS63VR GF63 GF65 Thin GF75 GS66 Stealth Gaming Laptop Power Adapter Supply Cord,$38.99,4.3 out of 5 stars,84 ratings,In Stock,"Reviewed in the United States on April 15, 2019",
C081,New 180W AC Charger for Msi GF63 Thin GS40 GS60 GS70 GS65 GL62M GL72M GE60 GE62 GE72 GS73VR Gaming Laptop Adapter,$32.99,4.1 out of 5 stars,4 ratings,In Stock,"Reviewed in the United States on October 28, 2024",
C082,"230W Charger Fit for MSI GE66 GE76 Raider GP66 GP76, Leopard Gaming Laptop Adapter Power Supply Cord",$79.99,5.0 out of 5 stars,7 ratings,In Stock,"Reviewed in the United States on September 21, 2024",
C083,180W Zephyrus Charger for Asus ROG Zephyrus G14 G15 F15 F17 GA401 GA401II GA401IV GA502DU GA502D GA502 GA502IU F15 FX506HC FX506LU ADP-180TB H Gaming Laptop Power Supply,$35.99,4.1 out of 5 stars,11 ratings,In Stock,"Reviewed in the United States on May 20, 2024",
C084,"Delton 35X Bluetooth Computer Headset with Noise Cancelling Mic, Fast Charging Dock, Auto Pair USB Dongle for PC, Laptop, MacBook, Compatible with MS Teams, Google Meet, Zoom, Slack, and More - Black",$77.91,3.8 out of 5 stars,53 ratings,In Stock,"Reviewed in the United States on October 4, 2024",
C085,180W AC Charger Fit for GIGABYTE G5 G6 G7 G6X 11th 12th (2023 2024) KF MF ME MD KF5 MF5 GE GD KF KC KD KE 9KG 9MG Gaming Laptop Computer Charger AC Power Supply Adapter Cord,$35.99,3.2 out of 5 stars,2 ratings,Only 11 left in stock - order soon.,"Reviewed in the United States on October 19, 2024",
